crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description 
86358,PSC 568,INTERNATIONAL ORGANIZATION,Fall 2019,4.0,Open,F,930,1200,HARK,329,NULL,STONE R,NULL,"This is an advanced course intended for Ph.D. students. The course surveys theories of international organization, the development of formal and informal international institutions, and important recent contributions to research in the field. Course requirements include a research paper and a final exam."
39762,PSC 576,Graduate Research Seminar,Fall 2019,4.0,Open,T,1525,1640,HARK,112,NULL,ABRAMSON S; ROTHENBERG L,NULL,Designed as a forum for upper-level doctoral students who have completed formal coursework to present ongoing research. Students regularly present research either stemming from their dissertations or from ancillary projects.
39777,PSC 584,GAME THEORY,Fall 2019,4.0,Open,TR,1030,1200,HARK,112,NULL,FEY M,NULL,"This course is the third semester of the formal theory sequence for graduate students. It focuses on teaching students more sophisticated tools for modeling more complex games. Specifically, the course concentrates on games of incomplete information such as signaling games and communication games and develops analytical tools such as Bayesian-Nash equilibrium, perfect Bayesian equilibrium, and equilibrium refinements. The course also covers repeated games, bargaining games and equilibrium existence in a rigorous fashion. The prerequisites for the course are PSC 407 and 408, or an equivalent background in complete information game theory. Grading is based on homework assignments and a midterm and final exam."
86337,PSC 585,"DYNAMIC MODELS: STRUCTURE, COMPUTATION AND ESTIMATION",Fall 2019,4.0,Open,TR,1330,1500,HARK,112,NULL,KALANDRAKIS A; MONTERO S,NULL,"Dynamic considerations are becoming increasingly important in the study of such political processes as legislative policy making, the impact of the political cycle on macroeconomic performance, the stability of international systems, the conduct of war, and regime change. The course develops the theory of dynamic models in decision and game theoretic environments, develops numerical methods for the computation of these models, and culminates with a thorough treatment of statistical estimation of dynamic models. The goal of the course is to equip graduate students with analytical, numerical, and statistical tools that can be used in their future research on applied topics, and specific applications will be considered at some length. Some familiarity with a programming language (such as Matlab or R) is a plus, but the dedicated student should be able to acquire basic programming skills needed for the course."
39806,PSC 591,PHD READINGS IN POL SCI,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39835,PSC 594,RESEARCH INTERNSHIP,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39841,PSC 595,PHD RESEARCH IN POL SCI,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39864,PSC 595A,PHD RESEARCH IN ABSENTIA,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39870,PSC 895,CONT OF MASTER'S ENROLLMENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39888,PSC 897,MASTER'S DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39897,PSC 899,MASTER'S DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39905,PSC 985,LEAVE OF ABSENCE,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39918,PSC 986V,FULL TIME VISITING STUDENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39920,PSC 995,CONT OF DOCTORAL ENROLLMENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39936,PSC 997,DOCTORAL DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39954,PSC 997A,DOCT DISSERTATN IN ABSENTIA,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39963,PSC 999,DOCTORAL DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39989,PSC 999A,DOCT DISSERTATN IN ABSENTIA,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40017,PSY 101,INTRODUCTION TO PSYCHOLOGY,Fall 2019,4.0,Open,MW,1400,1515,HOYT,AUD,NULL,NIEMIEC C,NULL,"Is a balanced and integrated survey of psychology with coverage of both social and natural science domains.  Sections of PSY 101 vary, but most consist of lectures, readings, discussions, and demonstrations."
40026,PSY 101,INTRODUCTION TO PSYCHOLOGY,Fall 2019,4.0,Open,MW,1650,1805,DEWEY,1101,NULL,ESTRADA M,NULL,"Is a balanced and integrated survey of psychology with coverage of both social and natural science domains.  Sections of PSY 101 vary, but most consist of lectures, readings, discussions, and demonstrations."
40034,PSY 110,NEURAL FOUNDATIONS OF BEHAVIOR,Fall 2019,4.0,Open,TR,940,1055,HUTCH,141,No Cap,DAVIS K,None,"Introduces the structure and organization of the brain, and its role in perception, movement, thinking, and other behavior. Topics include the brain as a special kind of computer, localization of function, effects of brain damage and disorders, differences between human and animal brains, sex differences, perception and control of movement, sleep, regulation of body states and emotions, and development and aging."
40043,PSY 110,NEURAL FOUND OF BEHAV - REC,Fall 2019,REC,Open,R,1650,1805,CSB,209,75,DAVIS K,NULL,NULL
40051,PSY 110,NEURAL FOUND OF BEHAV - REC,Fall 2019,REC,Open,M,1650,1805,GAVET,301,48,DAVIS K,NULL,NULL
40065,PSY 110,NEURAL FOUND OF BEHAV - REC,Fall 2019,REC,Open,F,1400,1515,MEL,221,75,DAVIS K,NULL,NULL
40078,PSY 110,NEURAL FOUND OF BEHAV - REC,Fall 2019,REC,Open,M,1525,1640,GAVET,301,48,DAVIS K,NULL,NULL
40080,PSY 111,FOUNDATIONS OF COGNITIVE SCIENCE,Fall 2019,4.0,Open,MW,1525,1640,HUTCH,141,No Cap,YANG C,None,"Introduces the organization of mental processes underlying cognition and behavior. Topics include perception, language, learning, memory, and intelligence. This course integrates knowledge of cognition generated from the field of cognitive psychology with findings from artificial intelligence and cognitive neuroscience."
40099,PSY 151,PERCEPTION & ACTION,Fall 2019,4.0,Open,TR,1105,1220,DEWEY,1101,No Cap,TADIN D,BCS 110 or BCS 111,"Explores how the biology of our senses shapes perceptual experiences of reality. Emphasizes sense of sight primarily and hearing secondarily. An important theme is that our sensory systems play a crucial role in the execution of coordinated movements of our bodies, as we navigate in, and interact with, the environment."
40103,PSY 152,LANGUAGE & PSYCHOLINGUISTICS,Fall 2019,4.0,Open,MW,1230,1345,STRNG,LOWER,No Cap,YANG C,BCS 110 or BCS 111 or LIN 110,"Overviews the nature and processing of human languages, including comparisons between language and animal communication systems, the biological bases of human language, and the cognitive mechanisms used in producing, understanding, and learning language."
40112,PSY 171,SOCIAL AND EMOTIONAL DEVELOPMENT,Fall 2019,4.0,Open,TR,1400,1515,HUTCH,141,215,ELENBAAS L,NULL,"An examination of the interpersonal, emotional, cognitive, and environmental factors that influence children's social and emotional development from early infancy through late adolescence."
40129,PSY 171W,SOCIAL AND EMOTIONAL DEVELOPMENT,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,15,ELENBAAS L,NULL,Fulfills Upper-Level Writing Requirement
40130,PSY 181,THY OF PERSONALITY&PSYCHOTHE,Fall 2019,4.0,Open,MW,1525,1640,HOYT,AUD,150,NIEMIEC C,NULL,"A survey of psychodynamic, existential, and empirical approaches to personality and psychotherapy. The content of this course is best understood to the extent that students actively wrestle with and apply the material to their own experience; as a result, this course is designed as a “hybrid” course that combines online learning with traditional face-to-face learning in the form of small-group discussions."
40148,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,R,1815,1930,MEL,205,30,NIEMIEC C,NULL,NULL
40156,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,T,1815,1930,LATT,210,30,NIEMIEC C,NULL,NULL
40167,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,R,940,1055,HUTCH,138,30,NIEMIEC C,NULL,NULL
40175,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,W,1815,1930,MEL,205,30,NIEMIEC C,NULL,NULL
40181,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,T,940,1055,HUTCH,138,30,NIEMIEC C,NULL,NULL
40194,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,M,1815,1930,MEL,205,30,NIEMIEC C,NULL,NULL
40209,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,R,1400,1515,GAVET,301,30,NIEMIEC C,NULL,NULL
40214,PSY 181,THY PERS & PSYCH - REC,Fall 2019,REC,Open,R,1650,1805,MEL,205,30,NIEMIEC C,NULL,NULL
40223,PSY 181W,THEORIES OF PERSONALITY AND PSYCHOTHERAPY,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,No Cap,NIEMIEC C,NULL,Fulfills Upper-Level Requirement
40237,PSY 205,LAB IN DEVELOPMENT & LEARNING,Fall 2019,4.0,Open,TR,1400,1515,MEL,269,20,SHAY E,"STT 212, and BCS 172 or one of the BCS core courses (BCS 151, BCS 152, or BCS 153)","Introduces behavioral methods used to study the development of perception, cognition, and language, and provides hands-on experience in the testing of human infants and children. Includes two research projects and a final powerpoint presentation."
40260,PSY 219,RESEARCH METHODS IN PSYCHOLOGY,Fall 2019,4.0,Open,TR,940,1055,MEL,224,No Cap,ROGGE R,NULL,"An introduction to the basic concepts, logic, and procedures needed to do psychological research. Hands-on experience with all major phases of the research process is provided, including: surveying the existing literature, developing research hypotheses, collecting and analyzing data, and reporting the results in manuscript form.Fulfills upper level writing requirement."
40271,PSY 219W,RESEARCH METHODS IN PSYCHOLOGY,Fall 2019,1.0,Open,TBA,NULL,NULL,NULL,NULL,15,ROGGE R,PSY 101	PSY 101 RequiredPSY 211 Required,"An introduction to the basic concepts, logic, and procedures needed to do psychological research.  Hands-on experience with all major phases of the research process is provided, including:  surveying the existing literature, developing research hypotheses, collecting and analyzing data, and reporting the results in manuscript form"
40285,PSY 242,NEUROPSYCHOLOGY,Fall 2019,4.0,Open,TR,1525,1640,MEL,203,125,MARTINEZ A,BCS 110 or BCS 240 (NSC 201) or permission of instructor,"Examines clinical neuropsychology, which bridges neurology, neuroscience, and clinical psychology. Covers history of clinical neuropsychology, principles of neuropsychological assessment, and the interpretation of cognition and behavior as they relate to brain dysfunction. Considers specific neurological syndromes including neurodegenerative, cerebrovascular, toxic, and memory disorders; epilepsy; head trauma; infectious processes; pediatric neuropsychology; psychiatric syndromes; and forensic neuropsychology. Patient presentations (videotape and in-person interviews) supplement lectures."
40292,PSY 263,RELATIONSHIP PROCESS & EMOTIONS,Fall 2019,4.0,Open,MW,1400,1515,MEL,221,75,REIS H,"PSY 161, PSY 171, OR PSY 181","Relationships are among the most important endeavors of human activity. In the past three decades, extensive theory and research has been devoted to understanding the processes that regulate thoughts, feelings, and behavior in meaningful relationships with friends, family, and romantic partners. We will review scientific research on important topics such as attraction, attachment, emotion, intimacy, conflict resolution, relationship development and deterioration, and the impact of relationships on physical health and emotional well-being."
40305,PSY 263W,RELATIONSHIP PROCESS AND EMOTIONS,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,No Cap,REIS H,NULL,Fulfills Upper-Level Requirement
40318,PSY 267,PSYCHOLOGY OF GENDER,Fall 2019,4.0,Open,TR,1400,1515,MEL,203,120,ESTRADA M,NULL,"Exploration of the ways males and females differ in interaction, theories of development of sex differences, consequences for social change."
40320,PSY 267W,PSYCHOLOGY OF GENDER,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,No Cap,ESTRADA M,NULL,Fulfills Upper-Level Writing Requirement
40336,PSY 274W,PSYCHOLOGY: COMMUNICATING YOUR PROFESSIONAL IDENTITY,Fall 2019,2.0,Open,W,1400,1515,LCHAS,122,15,PHILLIPS K,Completion of the Primary Writing Requirement.,"This interactive course teaches ""real life"" communication skills and strategies that help students present their best professional selves and develop a fulfilling career. Students will explore and articulate their internship, career and graduate school goals for distinct audiences and purposes as they develop a professional communication portfolio of materials such as resumes, cover letters, statements of purpose, electronic communications, elevator pitches, project descriptions and abstracts, and online profiles (i.e., LinkedIn). Students will revise and refine their written and spoken work across the semester based on feedback from peers, instructors, and alumni. By the semester’s end, students will have gained extensive experience with the communication skills expected in today’s competitive environment. The class can be used to fulfill 1 of 2 required Upper-Level Writing experiences in psychology, and is suitable for junior and senior psychology majors; all others require instructor permission."
40347,PSY 280,CLINICAL PSYCHOLOGY,Fall 2019,4.0,Open,TR,940,1055,MEL,221,55,STARR L,"PSY 101, PSY 282, or PSY 289","An introduction to the field of clinical psychology. Students are exposed to prevalent theoretical and research models, as well as approaches and research findings to assessment and diagnosis, and treatment modalities."
40354,PSY 280W,CLINICAL PSYCHOLOGY,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,No Cap,STARR L,NULL,Fulfills upper-level writing requirement.
40363,PSY 289,DEVELOPMENTAL CHILD PSYCHOPATHOLOGY,Fall 2019,4.0,Open,TR,1230,1345,MOREY,321,125,AUBE J,PSY 101,"Presents theory, research, assessment, and intervention in child and adolescent psychological disorder. Contributions of the normal developmental perspective to understanding psychopathology and risk, and vice versa, are emphasized."
40372,PSY 289W,DEVELOPMENTAL CHILD PSYCHOPATHOLOGY,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,No Cap,AUBE J,NULL,Fulfills Upper-Level Writing Requirement.
40389,PSY 301W,TEACHING PSYCHOLOGY,Fall 2019,6.0,Open,M,1650,1930,MEL,352,15,NIEMIEC C,NULL,In-depth consideration of topics in psychology and their communication. PSY 101 is a lab for this course.
40391,PSY 302,TEACHING PSY OF PERSONALITY,Fall 2019,6.0,Open,TBA,NULL,NULL,NULL,NULL,6,NIEMIEC C,NULL,NULL
40415,PSY 325W,SUICIDE AND SELF-INJURY,Fall 2019,4.0,Open,W,900,1140,MEL,366,12,GLENN C,NULL,"Why do people engage in behaviors that are intentionally harmful to themselves? And why, at the extreme, would someone make the decision to end their life? These are questions that have puzzled scholars and scientists for thousands of years. This seminar course will explore our understanding of suicide and self-injury. Topics will include epidemiology, theories and models, assessment and identification, prediction, treatment, and prevention of these behaviors. Email instructor for application."
40421,PSY 330,RES:SOCIAL COG DEVELOPMENT,Fall 2019,2.0,Open,TBA,NULL,NULL,NULL,NULL,No Cap,ELENBAAS L,NULL,NULL
40439,PSY 350,RESEARCH: MARITAL SEMINAR,Fall 2019,2.0,Open,TBA,NULL,NULL,NULL,NULL,10,ROGGE R,NULL,NULL
40442,PSY 351,RESEARCH IN DEVELOPMENT NEUROPSYCHOLOGY,Fall 2019,4.0,Open,TBA,NULL,NULL,NULL,NULL,15,BENNETTO L,NULL,"This course provides guided, direct research experiences in developmental neuropsychology, with a particular focus on autism and other developmental disabilities."
40450,PSY 351W,RES IN DEV NEUROPSYCHOLOGY,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,5,BENNETTO L,NULL,NULL
40468,PSY 353,RES:SOC COG&PSYCHOPATHOLOGY,Fall 2019,2.0,Open,TBA,NULL,NULL,NULL,NULL,8,DODELL-FEDER,NULL,NULL
40484,PSY 369,RESEARCH IN HUMAN MOTIVATION,Fall 2019,4.0,Open,TBA,NULL,NULL,NULL,NULL,15,NIEMIEC C,NULL,NULL
40500,PSY 370,DEPRESSION & ANXIETY RES,Fall 2019,2.0,Open,TBA,NULL,NULL,NULL,NULL,No Cap,STARR L,NULL,NULL
40511,PSY 372,SOCIAL STRESS RESEARCH,Fall 2019,2.0,Open,TBA,NULL,NULL,NULL,NULL,20,JAMIESON J,NULL,NULL
40525,PSY 373,EXPLORING RESEARCH IN SOCIAL PSYCHOLOGY I,Fall 2019,4.0,Open,TBA,NULL,NULL,NULL,NULL,35,ELLIOT A,NULL,First-hand team experience with ongoing research in social psychology areas.
40533,PSY 373W,EXPLORING RESEARCH IN SOCIAL PSYCHOLOGY I,Fall 2019,0.5,Open,TBA,NULL,NULL,NULL,NULL,35,ELLIOT A,NULL,First-hand team experience with ongoing research in social psychology areas.
40544,PSY 377,EXPLORING RESEARCH IN FAMILY PSYCHOLOGY,Fall 2019,4.0,Open,TBA,NULL,NULL,NULL,NULL,No Cap,DAVIES P,NULL,"Provides guided, direct, research experiences in investigating the interplay between family relationships and children’s social and emotional development. Emphasis is placed on gaining knowledge in translating theories (e.g., family systems theory) into empirically testable hypotheses and designing research methods and techniques to test predictions."
40557,PSY 383,MORAL DEVELOPMENT,Fall 2019,4.0,Open,T,1400,1640,MEL,366,15,SMETANA J,NULL,"This seminar focuses on the psychological study of moral development. Different theoretical approaches to morality and related empirical research are discussed. The primary focus is from a developmental psychology perspective, but philosophicaland educational issues also are considered."
86978,PSY 389W,HONORS RESEARCH,Fall 2019,4.0,Open,TBA,NULL,NULL,NULL,NULL,15,BENNETTO L,NULL,NULL
40598,PSY 391,INDEPENDENT STUDY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40693,PSY 391W,INDEPENDENT STUDY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40722,PSY 394,INTERNSHIP,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40735,PSY 394W,INTERNSHIP,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40741,PSY 395,INDEPENDENT RESEARCH,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40788,PSY 395W,INDEPENDENT RESEARCH,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40901,REL 101,INTRODUCTION TO THE OLD TESTAMENT,Fall 2019,4.0,Open,MWF,1025,1115,DEWEY,2110E,No Cap,MERIDETH A,NULL,"Examination of the texts of the Hebrew Bible (Old Testament for Christians) in their religious, historical, and literary contexts.  In this course, students will learn the history of the Ancient Israelite people from their origins down through the post-Exilic period.  Study of the texts of the Hebrew Bible (Old Testament) enable us to explore what we can know about Ancient Israelite society and culture, the rise and fall of Israel as a nation-state, religious and theological debates about the role of God in shaping history and the problem of suffering, as well as the writing of the biblical texts and the development of the canon."
40916,REL 104,HISTORY OF CHRISTIANITY,Fall 2019,4.0,Open,MW,1400,1515,LCHAS,163,NULL,NULL,NULL,"The purpose of this course is to explore the general development of Christianity throughout its twenty centuries of existence, paying special attention to the religious presuppositions behind Christianity and its complex relationship to its socio-cultural matrix.  The course will focus on important moments in Christian history, including its inception as a Jewish religious movement set in motion by Jesus, its dissemination in the Greco-Roman world by Paul of Tarsus, its growth and triumph in the Roman Empire, the split between the Greek- and Latin-speaking churches, medieval Catholicism, the Reformation and rise of Protestantism, Christianity and the modern world, and contemporary movements and tendencies within the Christian churches."
40927,REL 105,ASIAN SEARCH FOR SELF,Fall 2019,4.0,Open,TR,940,1055,GRGEN,109,NULL,BROOKS D,NULL,The basic teachings of Hinduism and Buddhism as to human nature and the paths to liberation.
87384,REL 107,HISTORY OF ISLAM,Fall 2019,4.0,Open,TR,1105,1220,MOREY,205,NULL,HOMERIN E,NULL,"The development of Islam from its origins in the Qur'an and Muhammad's teachings, through the codification of the classical tradition in its various forms, and finally to the living Islam of the contemporary world."
40938,REL 111,PHILOSOPHY OF RELIGION,Fall 2019,4.0,Open,MW,1230,1345,HYLAN,102,35,GOLDSCHMIDT T,NULL,"Topics include the existence of God, the nature of God, and the relation of God to the world. We will examine traditional arguments for and against God’s existence, we will consider divine attributes such as omnipotence and omniscience, and we will discuss such topics as miracles and the relation of faith and reason."
40952,REL 140,CLASSICAL & SCRIPTURAL BACK,Fall 2019,4.0,Open,TR,1105,1220,LCHAS,163,No Cap,ROZENSKI S,NULL,"Homer, Virgil, and Ovid. Greek tragedy and comedy: Aeschylus, Sophocles, Euripides, and Aristophanes. The Hebrew Bible -- Abraham and Isaac, Moses and Pharaoh, Esther and Judith -- and Christianity's New Testament. The two great traditions studied in this introductory course -- classical and Biblical -- have been pondered by generations of writers and artists for thousands of years. A great deal of literary history is the story of intricately rewriting and adapting the core texts of these traditions; it has been said that the European philosophical tradition is a series of footnotes to Plato. While doing justice to any one of these authors or traditions in a single semester would be a challenge, the goal of this class is to read as much as possible of the classical and scriptural tradition in the short time we have, giving you a solid introduction to some of the key stories and ideas that have generated so much thought, conflict, and human creativity over the past two dozen centuries. First-years welcome!"
40969,REL 147,Women in Judaism,Fall 2019,4.0,Open,TR,1400,1515,B&L,270,35,HALL J,NULL,"In this course we will examine approaches to the body and gender as described and manifested in Jewish texts, rituals, and communal practice from the biblical period to the present. We will look at interpretations of the body, and its effect on the status of women in particular, in the Bible and Talmud, paying close attention to the historical and cultural contexts of these interpretations. There will be a strong focus on modern reevaluations of gender and the body and how such revaluations have transformed what it means to be “Jewish.” Topics include rites of passage, images of women in the Bible, feminist theology, as well as theories and depictions of the “Jewish body.”"
40974,REL 149,THE ARAB REVOLUTIONS: FICTIONS AND CURRENT EVENTS IN THE ARAB WORLD,Fall 2019,4.0,Open,MW,1525,1640,RRLIB,428,20,BEAUMONT D,NULL,"This course will be a literature, history and a current events course. Students will read articles and essays about the revolutions taking place in the Arab World, and they will also read contemporary fiction and poetry in excellent translations that will help them to understand the changes taking place in the Arab World."
87350,REL 161,NOT CULTS: NEW RELIGIOUS MOVEMENTS EAST AND WEST,Fall 2019,4.0,Open,MW,1525,1640,RRLIB,428D,NULL,CHAO S,NULL,"East and West: Often dismissed as fraudulent cults, NRMs are nevertheless products of the society in which they grow.  This course takes a sociological approach in studying the theories, founders, organizations, and development strategies of various NRMs.  While the focus will be on the better known groups in USA (such as People’s Temple, Hare Krishna, and Scientology), NRMs in Asia, for instance, Shinrikyo and Falun Gong, will also be included."
87396,REL 167W,SPEAKING STONES,Fall 2019,4.0,Open,W,1400,1640,RRLIB,442,NULL,HOMERIN E,NULL,An examination of grave stones and funerary architecture in Rochester’s Mt. Hope cemetery with a focus on symbolic connections among the living and the dead.
41015,REL 175,RELIGION & CHINESE SOCIETY,Fall 2019,4.0,Open,MW,1150,1305,MEL,209,20,CHAO S,NULL,"This course examines the complicated relationship between religion and society in China. It takes a sociological approach, emphasizing that religion should be studied as a social phenomena that closely interacts with the development of society at large. The focus is on contemporary times from the end of the 19th century through present. During this period of time, China experienced tremendous change. This course introduces how such change impacted on and was expressed through religion, religiosity, and religious politics."
41021,REL 189,SEXUALITY IN WORLD RELIGION,Fall 2019,4.0,Open,TR,1525,1640,CHAPL,200,25,YARBROUGH D,NULL,"The study of issues surrounding human sexuality as it has been treated in world religions. Issues, such as homosexuality, transgender/transsexual, marriage, family, sexual ethics, gender in world religions will be covered. Also, the role of Eros in mystical traditions of various world religions (Sufi, Christian Mysticism, Hinduism) will be examined in those instances where the erotic and the spiritual have been manifested together. Classroom discussion about what is the connection between sexuality and spirituality and how have religious traditions dealt with that connection? College hook-up culture is also examined in light of the study of spirituality and sexuality."
41039,REL 197,"DANTE'S ""DIVINE COMEDY"": A JOURNEY FROM INFERNO TO PARADISE, PART I. ""INFERNO"" AND ""PURGATORIO""",Fall 2019,4.0,Open,MW,1525,1640,GAVET,310,No Cap,NULL,NULL,"The first of a sequence of two, the course approaches ""The Divine Comedy"" both as a poetic masterpiece and as an encyclopedia of medieval culture. Through a close textual analysis of ""Inferno,"" and the first half of ""Purgatorio,"" students learn how to approach Dante’s poetry as a vehicle for thought, an instrument of self-discovery, and a way to understand and affect the historical reality. They also gain a perspective on the Biblical, Christian, and Classical traditions as they intersect with the multiple levels of Dante’s concern, ranging from literature to history, from politics to government, from philosophy to theology. A visual component, including illustrations of the ""Comedy"" and multiple artworks pertinent to the narrative, complements the course. Class format includes lectures, discussion, and a weekly recitation session. Intensive class participation is encouraged. Dante I can be taken independently from Dante II. No prerequisites. Freshmen are welcome. Part of the Dante Humanities Cluster."
89390,REL 208,"MEDICINE, MAGIC & MIRACLES",Fall 2019,4.0,Open,MW,1230,1345,RRLIB,442,No Cap,MERIDETH A,NULL,"Examination of the intersection of religion and healing by examining the range of ways in which people understood and responded to the experience of illness and physical suffering in Greco-Roman antiquity and the various means by which they sought healing. Drawing on a range of sources, such as medical treatises, religious texts, and archaeological evidence, focus will be on: “Medicine” (the development of ‘professional’ medicine in ancient Greece and Rome), “Magic” (magical practices, texts, and magicians as healers) and “Miracles” (miracle workers such as Jesus and Apollonius of Tyana, healing religions such as the Asklepios cults and the emerging Christian movement)."
89436,REL 214,Imagining the Jew,Fall 2019,4.0,Open,R,1400,1640,RRLIB,442,20,RUBEL N,NULL,"This seminar will examine the representation of Orthodox Jews by American Jews on both page and screen.  This course should equip you to understand—historically and critically—the core factors in this contemporary culture war such as (gender, religious authority, political affiliation) as well as to empathetically appreciate current concern over acculturation, Americanization, and Jewish continuity."
89447,REL 226,GUILT,Fall 2019,4.0,Open,TR,1230,1345,LCHAS,104,NULL,DUBLER J,NULL,NULL
89420,REL 229,Religion and Violence,Fall 2019,4.0,Open,MW,1400,1515,LCHAS,148,NULL,MERIDETH A,NULL,"Drawing up on historical and contemporary examples, students will read a range of classic and contemporary theories that attempt to explain the complex relationship between religion and violence. Topics include sacrifice, scapegoating, war, terrorism, domination, sanctified violence, violent religious fantasy, martyrdom, end times, etc. Is religion inherently violent? What is the relationship between religion and nationality? Religion and constructions of alterity? How can a religion claim to be concerned with peace and non-violence yet promote violence? Coursework consists of significant reading, seminar discussions, several response papers, and one major book review."
41050,REL 230,Cultural Politics of Prison Towns,Fall 2019,4.0,Open,M,1400,1640,LATT,441,20,DOUGHTY K; DUBLER J,NULL,"Rochester sits in one of the world’s most explicitly carceral landscapes, with more than a dozen state prisons within a 90 min drive. This co-taught course is a collaborative ethnographic research project designed to examine how the presence of prisons in towns around Rochester reflects and shapes the political, economic, and cultural lives of those who live in the region. Students will be introduced to methods and practices of ethnography and conduct firsthand research on the cultural politics of prison towns. Through assigned reading, students will learn about the history, sociology, and cultural logics of Rochester and the wider region, and of mass incarceration. What does a prison mean for a person living near one?  How does the presence of prisons shape people’s notions of justice, citizenship, and punishment? How do these nearby but largely invisible institutions shape the ways that we live in Rochester? Recommended prior courses: Introduction to Cultural Anthropology or Incarceration Nation"
41068,REL 236,CATHOLICISM IN AMERICAN LIFE,Fall 2019,4.0,Open,MW,1025,1140,LCHAS,161,NULL,NULL,NULL,"Catholics have been present in what today is called the United States from its earliest years as a British colony to the present, in which the Catholic population makes up roughly 25% of the nation as a whole. In this course we will examine the principal historical events that have transpired over the years as the Catholic Church expanded from its colonial origins, became a church of immigrants, and subsequently part of the established social order. Short reflection papers are required throughout the semester."
87342,REL 254,HINDU MYTHOLOGY,Fall 2019,4.0,Open,TR,1105,1220,LCHAS,104,NULL,BROOKS D,NULL,NULL
41151,REL 285,"DANTE'S ""DIVINE COMEDY"": A JOURNEY FROM INFERNO TO PARADISE, PART I. ""INFERNO"" AND ""PURGATORIO""",Fall 2019,4.0,Open,MW,1525,1640,GAVET,310,No Cap,STOCCHI-PERUC,NULL,"The first of a sequence of two, the course approaches ""The Divine Comedy"" both as a poetic masterpiece and as an encyclopedia of medieval culture. Through a close textual analysis of ""Inferno,"" and the first half of ""Purgatorio,"" students learn how to approach Dante’s poetry as a vehicle for thought, an instrument of self-discovery, and a way to understand and affect the historical reality. They also gain a perspective on the Biblical, Christian, and Classical traditions as they intersect with the multiple levels of Dante’s concern, ranging from literature to history, from politics to government, from philosophy to theology. A visual component, including illustrations of the ""Comedy"" and multiple artworks pertinent to the narrative, complements the course. Class format includes lectures, discussion, and a weekly recitation session. Intensive class participation is encouraged. Dante I can be taken independently from Dante II. No prerequisites. Freshmen are welcome. Part of the Dante Humanities Cluster."
