crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description,major 
85990,SA 212B,ADVANCED DRAWING,Fall 2018,4.0,Open,MW,1025,1305,SAGE,BLDG,0,TOPOLSKI A,NULL,"Serious emphasis on independent proposals, research and production further coalesce ideas addressed in introductory level two dimensional courses. The projects demand formal consideration as well as thoughtful content; along with class participation, they act as documents of an engagement in creative thought, research, and problem- solving. Individual and group critiques occur throughout the course. Studio art supplies fee: $50.",SA
86006,SA 212C,ADVANCED DRAWING,Fall 2018,4.0,Open,MW,1025,1305,SAGE,BLDG,0,TOPOLSKI A,NULL,"Serious emphasis on independent proposals, research and production further coalesce ideas addressed in introductory level two dimensional courses. The projects demand formal consideration as well as thoughtful content; along with class participation, they act as documents of an engagement in creative thought, research, and problem- solving. Individual and group critiques occur throughout the course. Studio art supplies fee: $50.",SA
41649,SA 222A,ADVANCED PAINTING,Fall 2018,4.0,Open,MW,1400,1640,SAGE,BLDG,12,ASHENFELDER S; RUTHERFORD S,NULL,"The evolving continuation of painting with serious emphasis on independent proposals, research and production.  The broadest examination of painting and related media is expected.  Group discussion and individual meetings are on a weekly basis. Permission of instructor only.   Studio art supplies fee: $50.",SA
41655,SA 222B,ADVANCED PAINTING,Fall 2018,4.0,Open,MW,1400,1640,SAGE,BLDG,12,ASHENFELDER S; RUTHERFORD S,NULL,"The evolving continuation of painting with serious emphasis on independent proposals, research and production.  The broadest examination of painting and related media is expected.  Group discussion and individual meetings are on a weekly basis. Permission of instructor only.   Studio art supplies fee: $50.",SA
41661,SA 222C,ADVANCED PAINTING,Fall 2018,4.0,Open,MW,1400,1640,SAGE,BLDG,12,ASHENFELDER S; RUTHERFORD S,NULL,"The evolving continuation of painting with serious emphasis on independent proposals, research and production.  The broadest examination of painting and related media is expected.  Group discussion and individual meetings are on a weekly basis. Permission of instructor only.   Studio art supplies fee: $50.",SA
41719,SA 252A,NEW MEDIA AND EMERGING PRACTICE 2: ART ENVIRONMENT ACTION,Fall 2018,4.0,Open,MW,1400,1640,SAGE,BLDG,10,ADAMS C,NULL,"This course explores the possibilities of art-making through networked environments emphasizing emerging technologies and social practice. Our framing creative-research question for the semester will be: What does it mean to be an ecological being in the context of convergent ecological, digital, local, industrial, and global environments, and how do we make art that interrupts this experience? How can artists create texts, objects, and collaborative, participatory social actions that reinvigorate awareness of the ecologically and technologically interconnected world in which we live? We will find out! Not open to seniors. $50 Studio Fee. Permission of instructor is required to enroll.",SA
41722,SA 252B,NEW MEDIA AND EMERGING PRACTICE 2: ART ENVIRONMENT ACTION,Fall 2018,4.0,Open,MW,1400,1640,SAGE,BLDG,10,ADAMS C,NULL,"This course explores the possibilities of art-making through networked environments emphasizing emerging technologies and social practice. Our framing creative-research question for the semester will be: What does it mean to be an ecological being in the context of convergent ecological, digital, local, industrial, and global environments, and how do we make art that interrupts this experience? How can artists create texts, objects, and collaborative, participatory social actions that reinvigorate awareness of the ecologically and technologically interconnected world in which we live? We will find out! Not open to seniors. $50 Studio Fee. Permission of instructor is required to enroll.",SA
41735,SA 252C,NEW MEDIA AND EMERGING PRACTICE 2: ART ENVIRONMENT ACTION,Fall 2018,4.0,Open,MW,1400,1640,SAGE,BLDG,10,ADAMS C,NULL,"This course explores the possibilities of art-making through networked environments emphasizing emerging technologies and social practice. Our framing creative-research question for the semester will be: What does it mean to be an ecological being in the context of convergent ecological, digital, local, industrial, and global environments, and how do we make art that interrupts this experience? How can artists create texts, objects, and collaborative, participatory social actions that reinvigorate awareness of the ecologically and technologically interconnected world in which we live? We will find out! Not open to seniors. $50 Studio Fee. Permission of instructor is required to enroll.",SA
85959,SA 282A,ADVANCED PRINTMAKING,Fall 2018,4.0,Open,TR,1400,1640,SAGE,BLDG,0,BARHAUGH-BORD,SA 181 - Introduction to Printmaking. Studio art supplies fee: $50.,"This course is a continuation the conceptual, technical and aesthetic possibilities learned in previous printmaking courses. Students will expand their technical abilities in relief printing and screen-printing as well as alternative printmaking techniques. While assignments will vary in duration and focus, the content or subject matter of each project is largely self-directed. Students will be challenged to develop technique as well as effective visual messages. A willingness to learn from taking risks is as important as the ability to execute the basic printmaking techniques. The course will consist of demonstrations, discussions, print projects, student presentations, and critiques.Studio Art supplies fee: $50.If the course fills and you would like to be added to the wait list, please contact Stephanie Ashenfelder at stephanie.ashenfelder@rochester.edu.",SA
85977,SA 282A,ADVANCED PRINTMAKING,Fall 2018,4.0,Open,TR,1400,1640,SAGE,BLDG,0,BARHAUGH-BORD,SA 181 - Introduction to Printmaking. Studio art supplies fee: $50.,"This course is a continuation the conceptual, technical and aesthetic possibilities learned in previous printmaking courses. Students will expand their technical abilities in relief printing and screen-printing as well as alternative printmaking techniques. While assignments will vary in duration and focus, the content or subject matter of each project is largely self-directed. Students will be challenged to develop technique as well as effective visual messages. A willingness to learn from taking risks is as important as the ability to execute the basic printmaking techniques. The course will consist of demonstrations, discussions, print projects, student presentations, and critiques.Studio Art supplies fee: $50.If the course fills and you would like to be added to the wait list, please contact Stephanie Ashenfelder at stephanie.ashenfelder@rochester.edu.",SA
85962,SA 282B,ADVANCED PRINTMAKING,Fall 2018,4.0,Open,TR,1400,1640,SAGE,BLDG,0,BARHAUGH-BORD,SA 181 - Introduction to Printmaking. Studio art supplies fee: $50.,"This course is a continuation the conceptual, technical and aesthetic possibilities learned in previous printmaking courses. Students will expand their technical abilities in relief printing and screen-printing as well as alternative printmaking techniques. While assignments will vary in duration and focus, the content or subject matter of each project is largely self-directed. Students will be challenged to develop technique as well as effective visual messages. A willingness to learn from taking risks is as important as the ability to execute the basic printmaking techniques. The course will consist of demonstrations, discussions, print projects, student presentations, and critiques.Studio Art supplies fee: $50.If the course fills and you would like to be added to the wait list, please contact Stephanie Ashenfelder at stephanie.ashenfelder@rochester.edu.",SA
41741,SA 390,SUPERVISED TEACHING,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SA
41770,SA 391,INDEPENDENT STUDY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Individual studio work at an advanced level and under the guidance of a member of the studio arts faculty.,SA
41824,SA 393,SENIOR PROJECT,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,See “Requirements for Honors in Studio Art.”,SA
41831,SA 393W,SENIOR PROJECT,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SA
41845,SA 394,INTERNSHIP,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SA
41862,SA 395,HONORS SEMINAR,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SA
41877,SA 396,SENIOR STUDIO AND SEMINAR,Fall 2018,4.0,Open,TR,1650,1930,SAGE,BLDG,15,LEBLANC-ROBER; BARHAUGH-BORD,NULL,"This course is designed to support the transition between undergraduate coursework in the arts & independent, professional, and post-graduate pursuits. The course has 3 essential components: 1. Studio Production and Critique, 2. the Mechanics of the Profession, and 3. Contemporary Artists and Issues as they relate to Visual and Cultural Theory, Art History, & Art Criticism. The production component will consist of the intensive critique of ongoing studio work with emphasis on the importance of shifting toward self-motivated production. The fall semester will serve as the first half of the development toward a solo thesis exhibition & includes an artist talk, which includes documentation, explanation, reference, & an explanation of the relevance of the students work in the context of contemporary art. The spring semester includes a solo exhibition of the students work that is the culmination of their research & production. This class is limited to & required of senior studio majors. Studio Art Fee: $50",SA
41886,SA 491,INDEPENDENT STUDY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SA
89661,SAB 286V,VISITING UNDERGRADUATE,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
41940,SAB 301,STUDY ABROAD: UR PROGRAM,Fall 2018,16.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
41952,SAB 302,STUDY ABROAD: NON-UR PROGRAM,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
41969,SAB 328,GERMANY: COLOGNE EXCHANGE YR,Fall 2018,16.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
41983,SAB 330,GERMANY:INTERNSHIP(EPA)SEM,Fall 2018,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
42006,SAB 332,BRUSSELS INTERNSHIP(EPA)SEM,Fall 2018,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
42022,SAB 334,LONDON INTERNSHIP(EPA)SEM,Fall 2018,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
42041,SAB 336,MADRID INTERNSHIP (EPA) SEM,Fall 2018,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SAB
85895,SEN 202,CORP. SOCIAL RESPONSIBILITY,Fall 2018,4.0,Open,TBA,NULL,NULL,NULL,NULL,12,WOHL M,NULL,NULL,SEN
85908,SEN 203,ENVIRONMENTAL MARKETS,Fall 2018,4.0,Open,TBA,NULL,NULL,NULL,NULL,12,WOHL M,NULL,NULL,SEN
42116,SOC 205,MICROSOCIOLOGY,Fall 2018,4.0,Open,M,1650,1930,LATT,441,20,SMITH T,NULL,"Intensive study of semester-long self-analytic groups.  Small group and individual interaction.  Theories of interaction, small group processes, conversation analysis, narrative interpretation.",SOC
42127,SOC 206,ADVANCED MICROSOCIOLOGY,Fall 2018,4.0,Open,M,1650,1930,MEL,219,0,SMITH T,NULL,"Theories of interaction, small group processes, conversation analysis, narrative interpretation.   Intensive study of semester-long self-analytic groups. Students may take both SOC 205 and 206.",SOC
42169,SP 102,ELEMENTARY SPANISH II,Fall 2018,4.0,Open,MWF,1025,1115,LCHAS,121,17,BROWN M,SP 101 or placement,"Spanish 102 continues the work of the beginning course Spanish 101. There is added emphasis on reading comprehension, vocabulary building and culture.Students must also register for the associated recitation session.  Two or three exams; daily assignments.",SP
42207,SP 102,ELEMENTARY SPANISH II,Fall 2018,4.0,Open,MWF,900,950,LCHAS,121,17,BROWN M,SP 101 or placement,"Spanish 102 continues the work of the beginning course Spanish 101. There is added emphasis on reading comprehension, vocabulary building and culture.Students must also register for the associated recitation session.  Two or three exams; daily assignments.",SP
42183,SP 102,ELEMENTARY SPANISH II -REC,Fall 2018,REC,Open,T,1105,1155,DOUG,403,17,BROWN M,NULL,NULL,SP
42215,SP 102,ELEMENTARY SPANISH II - REC,Fall 2018,REC,Open,T,940,1030,DOUG,302,17,BROWN M,NULL,NULL,SP
42221,SP 151,INTERMEDIATE SPANISH I,Fall 2018,4.0,Open,MW,1400,1515,MEL,206,17,ROJAS-RIMACHI,SP 102 or placement,"Continuing study of modern Spanish in its spoken and written forms. Emphasis is given to cultural and literary readings and discussions, as well as composition- writing skills and Multimedia Center activities. Two exams; several compositions and rewrites.",SP
42239,SP 151,INTERMEDIATE SPANISH I,Fall 2018,4.0,Open,TR,1230,1345,LATT,431,17,ALFARO R,SP 102 or placement,"Continuing study of modern Spanish in its spoken and written forms. Emphasis is given to cultural and literary readings and discussions, as well as composition- writing skills and Multimedia Center activities. Two exams; several compositions and rewrites.",SP
42242,SP 151,INTERMEDIATE SPANISH I,Fall 2018,4.0,Open,MW,1025,1140,LATT,431,17,ROJAS-RIMACHI,SP 102 or placement,"Continuing study of modern Spanish in its spoken and written forms. Emphasis is given to cultural and literary readings and discussions, as well as composition- writing skills and Multimedia Center activities. Two exams; several compositions and rewrites.",SP
42250,SP 151,INTERMEDIATE SPANISH I,Fall 2018,4.0,Open,TR,1650,1805,LATT,431,17,ROJAS-RIMACHI,SP 102 or placement,"Continuing study of modern Spanish in its spoken and written forms. Emphasis is given to cultural and literary readings and discussions, as well as composition- writing skills and Multimedia Center activities. Two exams; several compositions and rewrites.",SP
42284,SP 161,ADVANCED SPANISH GRAMMAR,Fall 2018,2.0,Open,TR,1230,1345,DOUG,403,12,ROJAS-RIMACHI,SP 152; may be taken concurrently with SP 152 or SP 200,"An in-depth review of key aspects of Spanish grammar and syntax. Builds on students' previous knowledge of Spanish grammar to consider in more detail topics including the indicative and subjunctive moods, ser and estar, the infinitive, prepositions, and the use of gerunds, among other topics. Students will demonstrate their understanding of the material through a variety of practical written exercises. Not for major or minor credit.",SP
42296,SP 162,ADVANCED CONVERSATIONAL SPANISH,Fall 2018,2.0,Open,TR,1230,1345,DOUG,403,12,ROJAS-RIMACHI,SP 152; may be taken concurrently with SP 152 or SP 200,"Targeted topics serve to develop oral communication skills, phonetic and linguistic accuracy, effective communication, and vocabulary building. Students expected to use Spanish exclusively and to apply grammatical concepts learned in previous study of the language. Open to students with intermediate knowledge of Spanish grammar and vocabulary. This course is NOT appropriate for Spanish speakers already fluent in the language.Not for major or minor credit.",SP
42304,SP 200,ADVANCED SPANISH COMPOSITION,Fall 2018,4.0,Open,TR,1105,1220,LATT,401,13,ALFARO R,"SP 152, SP 153, or placement","This course is designed to refine the student's writing and reading skills in Spanish in preparation for entering upper-level Spanish courses. The class time and the assignments are divided between developing composition - writing skills, a variety of readings in Hispanic literature, and some review of grammatical structures. Two exams; four or five compositions and rewrites. Class taught in Spanish.",SP
42310,SP 200,ADVANCED SPANISH COMPOSITION,Fall 2018,4.0,Open,MW,1025,1140,LCHAS,181,13,SCHAEFER C,"SP 152, SP 153, or placement","This course is designed to refine the student's writing and reading skills in Spanish in preparation for entering upper-level Spanish courses. The class time and the assignments are divided between developing composition - writing skills, a variety of readings in Hispanic literature, and some review of grammatical structures. Two exams; four or five compositions and rewrites. Class taught in Spanish.",SP
83935,SP 203,Origins and Empire: Reading the Early Hispanic World,Fall 2018,4.0,Open,TR,1105,1220,LCHAS,161,0,PRENDERGAST R,SP 200,"The course features early-modern Hispanic texts of Spain and Spanish America.  It concentrates on the literature of the 16th and 17th centuries with works such as the Lazarillo de Tormes, the Novelas ejemplares of Cervantes and the poetry of Sor Juana Ines de la Cruz .  Several papers in Spanish required.  Class taught in Spanish.",SP
84905,SP 249D,"BUNUEL, DALI, LORCA",Fall 2018,4.0,Open,MW,1230,1345,LATT,401,18,SCHAEFER C,SP 200,"This course explores Surrealism and Spain, from the 1920s on, embedding cutting-edge works in broader questions of identity and possible threats to an emerging nation in a continent, a world, and an ethos caught between tradition and modernity. Includes films, art, essays, plays, poetry.  Course taught in Spanish.",SP
84897,SP 262D,CULTURE & LITERATURE OF THE CARIBBEAN,Fall 2018,4.0,Open,MW,1025,1140,LCHAS,182,16,RODRIGUEZ-HER,NULL,"This course focuses on the Spanish-speaking Caribbean within the larger cultural, historical, and political context of the Caribbean Basin. The course examines indigenous, European, and African influences on the molding of national cultures and identities as found in literary, cultural, and theoretical texts. Readings include examples from modern and contemporary Cuba, Puerto Rico, the Dominican Republic and Yucatan. Writings of Nicolas Guillen, Eugenio Maria de Hostos, Jose Marti, Roberto Fernandez Retamar, Ana Lydia Vega, and writers and artists of the Caribbean diaspora. Class taught in Spanish.",SP
84920,SP 287A,MEXICAN FILM,Fall 2018,4.0,Open,MW,1400,1515,LCHAS,121,18,RODRIGUEZ-HER,NULL,"This course explores both historical antecedents and contemporary visions. It includes films by directors such as Spanish exile Luis Bunuel, Alejandro Gonzalez Inarritu, Jaime Humberto Hermosillo, Alfonso Cuaron, Carlos Reygadas, Raul Ruiz, Maria Novaro, and other box office favorites. From Robert Rodriguez's Bedhead, to Desperado, Once Upon a Time in Mexico and, of course, Y tu mama tambien, Entre Pancho Villa y una mujer desnuda, and La ley de Herodes we explore images of Mexican culture. Course taught in English but work may be written in Spanish for Spanish credit.",SP
42376,SP 390,SUPERVISED TEACHING,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42387,SP 391,INDEPENDENT STUDY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42393,SP 392,PRACTICUM,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42409,SP 393,SENIOR PROJECT,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42414,SP 394,INTERNSHIP,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
85106,SP 449D,"BUNUEL, DALI, LORCA",Fall 2018,4.0,Open,MW,1230,1345,LATT,401,18,SCHAEFER C,SP 200,"This course explores Surrealism and Spain, from the 1920s on, embedding cutting-edge works in broader questions of identity and possible threats to an emerging nation in a continent, a world, and an ethos caught between tradition and modernity. Includes films, art, essays, plays, poetry.  Course taught in Spanish.",SP
85092,SP 487A,MEXICAN FILM,Fall 2018,4.0,Open,MW,1400,1515,LCHAS,121,18,RODRIGUEZ-HER,NULL,"This course explores both historical antecedents and contemporary visions. It includes films by directors such as Spanish exile Luis Bunuel, Alejandro Gonzalez Inarritu, Jaime Humberto Hermosillo, Alfonso Cuaron, Carlos Reygadas, Raul Ruiz, Maria Novaro, and other box office favorites. From Robert Rodriguez's Bedhead, to Desperado, Once Upon a Time in Mexico and, of course, Y tu mama tambien, Entre Pancho Villa y una mujer desnuda, and La ley de Herodes we explore images of Mexican culture. Course taught in English but work may be written in Spanish for Spanish credit.",SP
42437,SP 491,MASTER'S READNG COURSE IN SP,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42446,SP 495,MASTER'S RESEARCH IN SP,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42458,SP 591,PHD READINGS,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42460,SP 895,CONT OF MASTER'S ENROLLMENT,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42471,SP 899,MASTER'S DISSERTATION,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,SP
42492,STT 201,INTRO TO PROBABILITY,Fall 2018,4.0,Open,MW,1025,1140,GRGEN,108,66,KRISHNAN A,"MTH 162 or equivalent, MTH 164 recommended.  Same as STT 201.","Probability spaces; combinatorial problems; random variables and expectations; discrete and continuous distributions; generating functions; independence and dependence; binomial, normal, and Poisson laws; laws of large numbers.  MTH 162 (or equivalent) is a strict prerequisite and must be completed before taking 201.  MTH 162 and 201 cannot be taken concurrently.This course uses the Tuesday/Thursday 08:00-09:30am Common Exam time.",STT
42508,STT 201,INTRO TO PROBABILITY,Fall 2018,4.0,Open,TR,1525,1640,CSB,209,85,ALEVY I,"MTH 162 or equivalent, MTH 164 recommended.  Same as STT 201.","Probability spaces; combinatorial problems; random variables and expectations; discrete and continuous distributions; generating functions; independence and dependence; binomial, normal, and Poisson laws; laws of large numbers.  MTH 162 (or equivalent) is a strict prerequisite and must be completed before taking 201.  MTH 162 and 201 cannot be taken concurrently.This course uses the Tuesday/Thursday 08:00-09:30am Common Exam time.",STT
42513,STT 211,APPLIED STATISTICS FOR SOCIAL SCIENCES I,Fall 2018,4.0,Open,MW,1150,1305,B&L,106,80,ZAINO N,NULL,"This course is a non-calculus based introduction to the major concepts and tools for collecting, analyzing and drawing conclusions from data.  Students are exposed to four broad conceptual themes: 1.Understanding data and turning data into information through graphs and numerical methods  2. Collecting data through experiments and observational studies.  3.  Exploring random phenomena using probability as the basis for statistical inference  4. Statistical Inference: Estimating population parameters and testing hypotheses    Topics include regression, ANOVA, and contingency tables  Examples and applications are taken from the social sciences. Use of TI83/TI84 or common statistical computing packages.Please note that, because of the significant overlap between them, students may earn degree credit for only one of these courses:  STT 211 and STT 212.",STT
42545,STT 212,APPLIED STATISTICS FOR THE BIOLOGICAL AND PHYSICAL SCIENCES I,Fall 2018,4.0,Open,MW,1525,1640,GAVET,312,45,BAUTISTA J,NULL,"This course is a non-calculus based introduction to the major concepts and tools for collecting, analyzing and drawing conclusions from data. Students are exposed to four broad conceptual themes: 1. Understanding data and turning data into information through graphs and numerical methods 2. Collecting data through experiments and observational studies. 3. Exploring random phenomena using probability as the basis for statistical inference 4. Statistical Inference: Estimating population parameters and testing hypotheses Topics include regression, ANOVA, and contingency tables Examples and applications are taken from the natural sciences. Use of TI83/TI84 or common statistical computing packages. Please note that, because of the significant overlap between them, students may earn credit for only one of these courses: STT 211 and STT 212. Students who have successfully completed STT 213 should not take STT 212",STT
42559,STT 212,APPLIED STATISTICS FOR THE BIOLOGICAL AND PHYSICAL SCIENCES I,Fall 2018,4.0,Open,MW,1230,1345,MEL,203,110,GRZESIK K,NULL,"This course is a non-calculus based introduction to the major concepts and tools for collecting, analyzing and drawing conclusions from data. Students are exposed to four broad conceptual themes: 1. Understanding data and turning data into information through graphs and numerical methods 2. Collecting data through experiments and observational studies. 3. Exploring random phenomena using probability as the basis for statistical inference 4. Statistical Inference: Estimating population parameters and testing hypotheses Topics include regression, ANOVA, and contingency tables Examples and applications are taken from the natural sciences. Use of TI83/TI84 or common statistical computing packages. Please note that, because of the significant overlap between them, students may earn credit for only one of these courses: STT 211 and STT 212. Students who have successfully completed STT 213 should not take STT 212",STT
42562,STT 212,APPLIED STATISTICS FOR THE BIOLOGICAL AND PHYSICAL SCIENCES I,Fall 2018,4.0,Open,TR,1105,1220,STRNG,LOWER,100,MCDERMOTT M,NULL,"This course is a non-calculus based introduction to the major concepts and tools for collecting, analyzing and drawing conclusions from data. Students are exposed to four broad conceptual themes: 1. Understanding data and turning data into information through graphs and numerical methods 2. Collecting data through experiments and observational studies. 3. Exploring random phenomena using probability as the basis for statistical inference 4. Statistical Inference: Estimating population parameters and testing hypotheses Topics include regression, ANOVA, and contingency tables Examples and applications are taken from the natural sciences. Use of TI83/TI84 or common statistical computing packages. Please note that, because of the significant overlap between them, students may earn credit for only one of these courses: STT 211 and STT 212. Students who have successfully completed STT 213 should not take STT 212",STT
42636,STT 213,ELEMENTS OF PROBABILITY & MATHEMATICAL  STATISTICS,Fall 2018,4.0,Open,TR,1400,1515,HOYT,AUD,160,MCDERMOTT M,MTH 141 or equivalent.,This course is an introduction to the probability and statistical theory underlying the estimation of parameters and testing of hypotheses.  Linear correlation and simple regression analysis are also introduced.  Students will learn how to use the statistical programming language R to analyze data.,STT
86207,STT 216,APPLIED STATISTICS II,Fall 2018,4.0,Open,TR,940,1055,HYLAN,201,40,ZAINO N,"STT 211, STT 212, or STT 213","This course focuses on the practical use of statistical methods beyond what is covered in STT 211, STT 212 and STT 213. The level of sophistication is high when it comes to the models and methods needed to analyze data and interpret results. Topics include  randomization tests, bootstrapping, nonparametric tests, ANOVA models (fixed, random and mixed models, crossed and nested), multiple comparisons and linear contrasts, multiple linear regression,  binary logistic regression and related topics. The course uses examples and case studies from both the natural and social sciences. The use of computer programs is emphasized for calculations and there is a strong emphasis on assumptions, models and interpretation of results.",STT
85461,STT 218,INT. CATEGOR. DATA ANALYSIS,Fall 2018,4.0,Open,TR,1105,1220,LCHAS,141,30,CIMINELLI J,NULL,"This course offers an introduction to methods used for analyzing categorical data. The first portion of this course focuses on contingency table analyses. In particular, both two-way and three-way tables are introduced, along with inferential methods for determining significant associations between categorical responses. In the second portion of the course, emphasis is placed on regression models for categorical outcomes that are binary, polytomous, ordinal, or counts. Particular attention is given to logistic, probit, and log-linear models, along with associated inferential tests and model diagnostics. Examples and applications are taken from public health, epidemiology, and the behavioral and social sciences. R is introduced as the primary statistical software for performing data analyses.",STT
42647,STT 221W,SAMPLING TECHNIQUES,Fall 2018,4.0,Open,TR,1230,1345,HYLAN,102,40,PODURI R,"STT 211, STT 212 or STT 213, and 203 or equivalent.","Simple random, stratified, systematic, and cluster sampling; estimation of the means, proportions, variance, and ratios of a finite population.  Ratio and regression methods of estimation and the use of auxiliary information.  The nonresponse problem.  Prerequisite:  familiarity with the concepts of expectation, variance, covariance and correlation.",STT
89927,STT 262,COMPUTATIONAL INTRODUCTION TO STATISTICS,Fall 2018,4.0,Open,TR,1400,1515,WEGMN,1400,125,CIMINELLI J,MTH 150 or MTH 150A; AND MTH 142 or MTH 161 or MTH 171,"This course will cover foundational concepts in probability and statistical inference, with an emphasis on topics of interest to computer scientists. Following an introduction to elementary probability theory, topics will include applications of combinatorics; Markov chains; principles of statistical classification (Bayes' rule, sensitivity and specificity, ROC curves) and random number generation. The theory of statistical estimation and hypothesis testing will be introduced, and applied to one and two sample inference for population means, proportions, variances and correlations. Nonparametric procedures will be discussed. Topics also include statistical modeling (ANOVA, simple and multiple regression), and computational methods. Students will be introduced to the R statistical computing environment.",STT
42663,STT 390,SUPERVISED TEACHING,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42672,STT 391,INDEPENDENT STUDY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42689,STT 392,PRACTICUM,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42691,STT 394,INTERNSHIP IN STT,Fall 2018,4.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42702,STT 395,RESEARCH IN STATISTICS,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42726,STT 591,PHD READINGS IN STAT,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42734,STT 595,PHD RESEARCH,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42743,STT 595A,PHD RESEARCH IN ABSENTIA,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42751,STT 899,MASTER'S DISSERTATION,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42765,STT 999,DOCTORAL DISSERTATION,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,STT
42780,SUS 101,INTRODUCTION TO GEOLOGICAL SCIENCES,Fall 2018,4.0,Open,MWF,900,950,GAVET,310,48,HIGGINS P,Students are required to enroll in a lab section and are required to attend one field trip.,"This introductory geology class provides a broad overview of the earth sciences, from planetary evolution to the interplay of geology and climate. The course is a prerequisite for all undergraduate majors who are considering careers in the earth and environmental sciences, while also satisfying science requirements for other undergraduate majors. We will introduce the class with the unifying framework for Earth Science: plate tectonics. Throughout the semester we will look at the physical interactions between different realms on Earth, including the interior (core and mantle), the outer shell (termed lithosphere), oceans and atmosphere. We will explore the dynamic processes operating on Earth and how these processes have been recorded and have varied over the geologic history. During the last third of the semester, we will discuss geologic problems that have a particular relevance to humans, such as energy and mineral resources, water resources, climate and global change.",SUS
42800,SUS 101,INTRO GEOLOGICAL SCI - LAB,Fall 2018,LAB,Open,R,1400,1640,HUTCH,207,16,HIGGINS P,NULL,NULL,SUS
42811,SUS 101,INTRO GEOLOGICAL SCI - LAB,Fall 2018,LAB,Open,M,1400,1640,HUTCH,207,16,HIGGINS P,NULL,NULL,SUS
42825,SUS 101,INTRO GEOLOGICAL SCI - LAB,Fall 2018,LAB,Open,T,1400,1640,HUTCH,207,16,HIGGINS P,NULL,NULL,SUS
